,awardYear,Persistence,awardLabel,PairID,class,lastPubYear,event,time,area,group
386,2002,17,Shanti Swarup Bhatnagar Prize for Science and Technology,527,Winners,2019,0,17,general,Young
387,2016,4,Fellow of the Royal Society,528,Winners,2020,0,4,general,NA
388,2015,4,Fellow of the Royal Society,529,Winners,2019,0,4,general,NA
389,2014,5,Wolf Prize in Medicine,530,Winners,2019,0,5,biology,Senior
390,1989,28,Fellow of the Royal Society,531,Winners,2017,1,28,general,Young
391,2016,4,Fellow of the Royal Society,532,Winners,2020,0,4,general,Young
392,1991,28,MacArthur Fellowship,533,Winners,2019,0,28,general,Middle
393,2011,9,National Medal of Science,534,Winners,2020,0,9,general,Senior
394,1990,20,Fellow of the Royal Society,535,Winners,2010,1,20,general,Middle
395,1982,37,MacArthur Fellowship,536,Winners,2019,0,37,general,Young
396,2017,3,Fellow of the Royal Society,537,Winners,2020,0,3,general,Senior
397,1996,24,Fellow of the Royal Society,538,Winners,2020,0,24,general,Middle
398,2009,11,Fellow of the Royal Society,539,Winners,2020,0,11,general,NA
399,2013,7,Shanti Swarup Bhatnagar Prize for Science and Technology,540,Winners,2020,0,7,general,Young
400,2013,7,National Medal of Science,541,Winners,2020,0,7,general,Middle
401,1983,27,Fellow of the Royal Society,542,Winners,2010,1,27,general,Middle
402,2010,6,Fields Medal,543,Winners,2016,1,6,mathematics,Young
403,1990,30,Fellow of the Royal Society,544,Winners,2020,0,30,general,Middle
404,1990,29,MacArthur Fellowship,545,Winners,2019,0,29,general,Middle
405,2002,18,Fellow of the Royal Society,546,Winners,2020,0,18,general,Middle
406,1991,28,MacArthur Fellowship,547,Winners,2019,0,28,general,Young
407,1994,20,Fellow of the Royal Society,548,Winners,2014,1,20,general,Middle
408,2016,4,Fellow of the Royal Society,549,Winners,2020,0,4,general,Senior
409,2007,13,Fellow of the Royal Society,550,Winners,2020,0,13,general,NA
410,2011,7,National Medal of Science,551,Winners,2018,0,7,general,Senior
411,1988,4,National Medal of Science,552,Winners,1992,1,4,general,Senior
412,1987,32,Fellow of the Royal Society,553,Winners,2019,0,32,general,Middle
413,2006,14,Shanti Swarup Bhatnagar Prize for Science and Technology,554,Winners,2020,0,14,general,Young
414,2017,3,Fellow of the Royal Society,555,Winners,2020,0,3,general,NA
415,2017,2,Fellow of the Royal Society,556,Winners,2019,0,2,general,Senior
416,1992,27,Fellow of the Royal Society,557,Winners,2019,0,27,general,Middle
417,2007,13,Fellow of the Royal Society,558,Winners,2020,0,13,general,Middle
418,1960,12,Fellow of the Royal Society,559,Winners,1972,1,12,general,Young
419,2008,12,Fellow of the Royal Society,560,Winners,2020,0,12,general,Middle
420,1952,17,Fellow of the Royal Society,561,Winners,1969,1,17,general,Young
421,1983,36,Shanti Swarup Bhatnagar Prize for Science and Technology,562,Winners,2019,0,36,general,Young
422,1990,15,National Medal of Science,563,Winners,2005,1,15,general,Senior
423,2004,16,MacArthur Fellowship,564,Winners,2020,0,16,general,Young
424,1998,21,Wolf Prize in Medicine,565,Winners,2019,0,21,biology,Senior
425,2008,12,Turing Award,566,Winners,2020,0,12,cs,Senior
426,2008,12,Shanti Swarup Bhatnagar Prize for Science and Technology,567,Winners,2020,0,12,general,Young
427,2001,19,Fellow of the Royal Society,568,Winners,2020,0,19,general,Middle
428,2013,7,Fellow of the Royal Society,569,Winners,2020,0,7,general,Middle
429,2016,3,MacArthur Fellowship,570,Winners,2019,0,3,general,Young
430,1992,28,Fellow of the Royal Society,571,Winners,2020,0,28,general,Middle
431,2000,18,Turing Award,572,Winners,2018,0,18,cs,Middle
432,1984,25,Nobel Prize in Chemistry,573,Winners,2009,1,25,chemistry,Senior
433,2002,18,MacArthur Fellowship,574,Winners,2020,0,18,general,Young
435,2017,3,Fellow of the Royal Society,576,Winners,2020,0,3,general,NA
436,1981,24,Nobel Prize in Physics,577,Winners,2005,1,24,physics,Senior
437,1982,36,Shanti Swarup Bhatnagar Prize for Science and Technology,578,Winners,2018,0,36,general,Young
438,1983,36,MacArthur Fellowship,51,Winners,2019,0,36,general,Middle
439,2000,9,Nobel Prize in Chemistry,579,Winners,2009,1,9,chemistry,Senior
440,1923,87,Fellow of the Royal Society,580,Winners,2010,1,87,general,Young
441,2008,12,Fellow of the Royal Society,581,Winners,2020,0,12,general,Senior
442,1954,49,Fellow of the Royal Society,582,Winners,2003,1,49,general,Young
443,1984,30,Fellow of the Royal Society,583,Winners,2014,1,30,general,Middle
444,2004,16,Shanti Swarup Bhatnagar Prize for Science and Technology,584,Winners,2020,0,16,general,Young
445,2014,5,Fields Medal,585,Winners,2019,0,5,mathematics,Young
446,1993,27,Shanti Swarup Bhatnagar Prize for Science and Technology,586,Winners,2020,0,27,general,Young
447,2003,17,Lasker-DeBakey Clinical Medical Research Award,587,Winners,2020,0,17,biology,Middle
448,1983,9,Fellow of the Royal Society,588,Winners,1992,1,9,general,Senior
449,2006,1,Wolf Prize in Chemistry,589,Winners,2007,1,1,chemistry,Senior
450,2018,2,Breakthrough Prize in Life Sciences,590,Winners,2020,0,2,biology,Senior
451,1990,18,National Medal of Science,591,Winners,2008,1,18,general,Senior
452,1982,35,Lasker-DeBakey Clinical Medical Research Award,592,Winners,2017,1,35,biology,Middle
453,1981,39,Nobel Prize in Chemistry,593,Winners,2020,0,39,chemistry,Senior
454,2010,10,Shanti Swarup Bhatnagar Prize for Science and Technology,594,Winners,2020,0,10,general,Young
455,1986,32,MacArthur Fellowship,595,Winners,2018,0,32,general,Young
456,1989,31,Shanti Swarup Bhatnagar Prize for Science and Technology,596,Winners,2020,0,31,general,Young
457,1999,11,National Medal of Science,597,Winners,2010,1,11,general,Senior
458,1997,23,Lasker-DeBakey Clinical Medical Research Award,598,Winners,2020,0,23,biology,Middle
459,2006,14,Fellow of the Royal Society,599,Winners,2020,0,14,general,Young
460,1997,23,MacArthur Fellowship,600,Winners,2020,0,23,general,Young
461,2018,1,Fellow of the Royal Society,601,Winners,2019,0,1,general,Middle
462,1995,25,Fellow of the Royal Society,602,Winners,2020,0,25,general,Middle
463,2016,4,Shanti Swarup Bhatnagar Prize for Science and Technology,603,Winners,2020,0,4,general,NA
464,2003,7,Lasker-DeBakey Clinical Medical Research Award,604,Winners,2010,1,7,biology,Senior
465,2014,5,Fields Medal,605,Winners,2019,0,5,mathematics,Young
466,2016,4,Fellow of the Royal Society,606,Winners,2020,0,4,general,Middle
467,2018,2,Fellow of the Royal Society,607,Winners,2020,0,2,general,Senior
468,2016,4,Fellow of the Royal Society,608,Winners,2020,0,4,general,NA
469,1999,21,Fellow of the Royal Society,609,Winners,2020,0,21,general,Middle
470,1993,27,Shanti Swarup Bhatnagar Prize for Science and Technology,610,Winners,2020,0,27,general,Young
471,1997,23,Fellow of the Royal Society,611,Winners,2020,0,23,general,Middle
472,1998,22,Fellow of the Royal Society,612,Winners,2020,0,22,general,Young
473,1987,31,MacArthur Fellowship,613,Winners,2018,0,31,general,Middle
474,1959,47,Nobel Prize in Physiology or Medicine,614,Winners,2006,1,47,biology,Middle
475,1979,41,Fellow of the Royal Society,615,Winners,2020,0,41,general,Young
476,2002,18,Fellow of the Royal Society,616,Winners,2020,0,18,general,Middle
477,2009,1,Turing Award,617,Winners,2010,1,1,cs,Senior
478,1995,13,National Medal of Science,618,Winners,2008,1,13,general,Senior
479,2004,16,Fellow of the Royal Society,619,Winners,2020,0,16,general,Middle
480,1961,54,Albert Einstein Award,620,Winners,2015,1,54,physics,Middle
481,1987,13,Fellow of the Royal Society,621,Winners,2000,1,13,general,Middle
483,2008,12,Shanti Swarup Bhatnagar Prize for Science and Technology,623,Winners,2020,0,12,general,Young
484,2018,2,Breakthrough Prize in Life Sciences,624,Winners,2020,0,2,biology,Middle
485,1994,25,Fellow of the Royal Society,52,Winners,2019,0,25,general,Middle
486,1995,25,Nobel Prize in Chemistry,625,Winners,2020,0,25,chemistry,Middle
487,1991,9,MacArthur Fellowship,626,Winners,2000,1,9,general,Senior
488,1985,35,MacArthur Fellowship,627,Winners,2020,0,35,general,Young
489,1981,36,Fellow of the Royal Society,628,Winners,2017,1,36,general,Middle
490,1978,41,Fellow of the Royal Society,629,Winners,2019,0,41,general,Young
491,2000,18,Nobel Prize in Physics,630,Winners,2018,0,18,physics,Senior
492,2006,2,Turing Award,631,Winners,2008,1,2,cs,Senior
493,2017,2,Wolf Prize in Physics,632,Winners,2019,0,2,physics,Senior
494,1991,20,National Medal of Science,633,Winners,2011,1,20,general,Senior
495,2010,10,Shanti Swarup Bhatnagar Prize for Science and Technology,634,Winners,2020,0,10,general,Young
496,1910,36,Fellow of the Royal Society,635,Winners,1946,1,36,general,Young
497,1996,24,MacArthur Fellowship,636,Winners,2020,0,24,general,Young
498,2000,19,Nobel Prize in Chemistry,637,Winners,2019,0,19,chemistry,Senior
499,1989,29,Edison Medal,638,Winners,2018,0,29,cs,Senior
500,1988,31,MacArthur Fellowship,639,Winners,2019,0,31,general,Young
501,1993,27,Shanti Swarup Bhatnagar Prize for Science and Technology,640,Winners,2020,0,27,general,Young
502,2000,11,National Medal of Science,641,Winners,2011,1,11,general,Senior
503,1967,14,Fellow of the Royal Society,642,Winners,1981,1,14,general,Senior
504,2001,19,Fellow of the Royal Society,643,Winners,2020,0,19,general,NA
505,2011,8,National Medal of Science,644,Winners,2019,0,8,general,Senior
506,2013,7,Fellow of the Royal Society,645,Winners,2020,0,7,general,Middle
507,2011,5,Marconi Prize,646,Winners,2016,1,5,cs,Senior
509,2013,7,MacArthur Fellowship,648,Winners,2020,0,7,general,Senior
510,2007,12,Fellow of the Royal Society,649,Winners,2019,0,12,general,Senior
511,1982,18,Shanti Swarup Bhatnagar Prize for Science and Technology,650,Winners,2000,1,18,general,Young
512,2011,9,MacArthur Fellowship,651,Winners,2020,0,9,general,Young
513,2001,10,Cullum Geographical Medal,652,Winners,2011,1,10,geography,Senior
515,2007,13,Turing Award,654,Winners,2020,0,13,cs,Senior
516,1951,43,Albert Einstein Award,655,Winners,1994,1,43,physics,Young
517,2005,11,Fellow of the Royal Society,656,Winners,2016,1,11,general,Middle
518,1987,4,Fellow of the Royal Society,657,Winners,1991,1,4,general,Senior
519,2001,18,Fellow of the Royal Society,658,Winners,2019,0,18,general,Middle
521,2017,3,Fellow of the Royal Society,660,Winners,2020,0,3,general,Middle
522,1982,38,Fields Medal,661,Winners,2020,0,38,mathematics,Young
523,1992,12,National Medal of Science,662,Winners,2004,1,12,general,Senior
524,2005,15,Shanti Swarup Bhatnagar Prize for Science and Technology,663,Winners,2020,0,15,general,Young
525,1994,25,Fellow of the Royal Society,664,Winners,2019,0,25,general,Young
526,2006,11,National Medal of Science,665,Winners,2017,1,11,general,Senior
527,1984,6,Nobel Prize in Physics,666,Winners,1990,1,6,physics,Middle
528,1971,39,Fellow of the Royal Society,667,Winners,2010,1,39,general,Young
529,2005,14,Shanti Swarup Bhatnagar Prize for Science and Technology,668,Winners,2019,0,14,general,NA
530,1944,65,Fellow of the Royal Society,669,Winners,2009,1,65,general,Middle
531,2009,11,Lasker-DeBakey Clinical Medical Research Award,670,Winners,2020,0,11,biology,Middle
532,2005,15,MacArthur Fellowship,671,Winners,2020,0,15,general,Young
533,2018,2,Bigsby Medal,672,Winners,2020,0,2,geography,NA
534,1974,37,National Medal of Science,673,Winners,2011,1,37,general,Senior
535,2002,17,Max Planck Medal,674,Winners,2019,0,17,physics,Senior
536,2007,11,MacArthur Fellowship,675,Winners,2018,0,11,general,NA
537,1989,9,National Medal of Science,676,Winners,1998,1,9,general,Senior
538,1992,25,Nobel Prize in Physiology or Medicine,677,Winners,2017,1,25,biology,Senior
539,2006,13,Nobel Prize in Physics,678,Winners,2019,0,13,physics,Middle
540,1985,34,Shanti Swarup Bhatnagar Prize for Science and Technology,679,Winners,2019,0,34,general,Young
541,2011,9,MacArthur Fellowship,680,Winners,2020,0,9,general,Young
542,2004,16,Edison Medal,681,Winners,2020,0,16,cs,Middle
543,1967,43,Nobel Prize in Chemistry,682,Winners,2010,1,43,chemistry,Young
544,2011,9,National Medal of Science,683,Winners,2020,0,9,general,Senior
545,1964,27,Fellow of the Royal Society,684,Winners,1991,1,27,general,Middle
546,2006,7,MacArthur Fellowship,685,Winners,2013,1,7,general,Young
547,2011,8,Nobel Prize in Physiology or Medicine,686,Winners,2019,0,8,biology,Senior
548,1994,26,Shanti Swarup Bhatnagar Prize for Science and Technology,687,Winners,2020,0,26,general,Young
549,2001,18,Fellow of the Royal Society,688,Winners,2019,0,18,general,Middle
550,1957,63,Nobel Prize in Physics,689,Winners,2020,0,63,physics,Young
551,2001,17,MacArthur Fellowship,690,Winners,2018,0,17,general,Middle
552,2010,10,Fellow of the Royal Society,691,Winners,2020,0,10,general,Middle
553,1985,34,Fellow of the Royal Society,692,Winners,2019,0,34,general,Young
554,1983,28,Fellow of the Royal Society,693,Winners,2011,1,28,general,Middle
555,2001,18,National Medal of Science,694,Winners,2019,0,18,general,Senior
556,2014,6,Fellow of the Royal Society,695,Winners,2020,0,6,general,Middle
557,1972,43,Fellow of the Royal Society,696,Winners,2015,1,43,general,Middle
558,1991,29,Shanti Swarup Bhatnagar Prize for Science and Technology,697,Winners,2020,0,29,general,Young
559,1997,23,MacArthur Fellowship,698,Winners,2020,0,23,general,Young
560,1969,44,Fellow of the Royal Society,699,Winners,2013,1,44,general,Young
561,2012,7,National Medal of Science,700,Winners,2019,0,7,general,Senior
562,1964,42,National Medal of Science,701,Winners,2006,1,42,general,Middle
563,1992,26,Fellow of the Royal Society,702,Winners,2018,0,26,general,Middle
564,1982,32,Fellow of the Royal Society,703,Winners,2014,1,32,general,Middle
565,1993,23,Fellow of the Royal Society,704,Winners,2016,1,23,general,Middle
566,2014,5,Abel Prize,705,Winners,2019,0,5,mathematics,Senior
567,1901,37,Fellow of the Royal Society,706,Winners,1938,1,37,general,Young
568,2015,4,Fellow of the Royal Society,707,Winners,2019,0,4,general,Senior
569,1981,39,Shanti Swarup Bhatnagar Prize for Science and Technology,708,Winners,2020,0,39,general,Young
570,1990,17,Wolf Prize in Medicine,709,Winners,2007,1,17,biology,Senior
571,1992,25,Fellow of the Royal Society,710,Winners,2017,1,25,general,Middle
572,2017,2,Fellow of the Royal Society,711,Winners,2019,0,2,general,Senior
573,2007,12,Fellow of the Royal Society,712,Winners,2019,0,12,general,Senior
574,1966,11,Shanti Swarup Bhatnagar Prize for Science and Technology,713,Winners,1977,1,11,general,Young
575,2000,20,Shanti Swarup Bhatnagar Prize for Science and Technology,714,Winners,2020,0,20,general,NA
576,2017,3,Fellow of the Royal Society,715,Winners,2020,0,3,general,NA
577,1983,33,Shanti Swarup Bhatnagar Prize for Science and Technology,716,Winners,2016,1,33,general,Young
578,1981,39,MacArthur Fellowship,717,Winners,2020,0,39,general,Young
579,2015,5,Fellow of the Royal Society,718,Winners,2020,0,5,general,Senior
580,1999,21,MacArthur Fellowship,719,Winners,2020,0,21,general,NA
581,2000,20,Fellow of the Royal Society,720,Winners,2020,0,20,general,NA
582,1987,32,Shanti Swarup Bhatnagar Prize for Science and Technology,721,Winners,2019,0,32,general,Young
583,2007,7,Turing Award,722,Winners,2014,1,7,cs,Middle
584,2013,3,Wolf Prize in Mathematics,723,Winners,2016,1,3,mathematics,Senior
585,1991,29,MacArthur Fellowship,724,Winners,2020,0,29,general,Young
586,2008,11,Fellow of the Royal Society,725,Winners,2019,0,11,general,Middle
